M,MaxLayer,EFC,EFS,HammingThreshold,Recall,AvgQueryTime_ms,DistOpsPerQuery,BuildTime_ms,QPS
32,7,1300,400,41,0.970660,1.343737,10466.560600,3691.918601,744.193387
32,7,1300,400,42,0.973700,1.395747,11717.944400,3695.672761,716.462228
32,7,1300,400,43,0.975300,1.747133,12874.514400,3695.081734,572.366208
32,7,1300,400,44,0.976060,1.488340,13902.961200,4620.317179,671.889290
32,7,1300,400,45,0.976480,1.453330,14786.836000,3678.998876,688.075092
32,7,1300,432,41,0.973190,1.409805,11110.043300,3710.935435,709.317744
32,7,1300,432,42,0.976200,1.533200,12455.400000,3701.553857,652.230593
32,7,1300,432,43,0.977860,1.531917,13702.264700,3762.010831,652.776813
32,7,1300,432,44,0.978770,1.724150,14811.696000,3814.642616,579.995887
32,7,1300,432,45,0.979120,1.600257,15766.072400,3699.420386,624.899627
32,7,1300,464,41,0.975180,1.734172,11741.767400,3667.922234,576.643922
32,7,1300,464,42,0.978170,1.589921,13178.921200,4738.621561,628.961927
32,7,1300,464,43,0.979880,1.695260,14513.553000,3893.486624,589.879970
32,7,1300,464,44,0.980660,1.757263,15705.343700,3725.979317,569.066700
32,7,1300,464,45,0.980940,1.727989,16730.102100,3726.262673,578.707478
32,7,1300,496,41,0.976830,1.588704,12361.090300,3745.765435,629.443967
32,7,1300,496,42,0.979870,1.684029,13890.288800,3667.483224,593.814049
32,7,1300,496,43,0.981670,1.753866,15313.074100,3855.062165,570.168991
32,7,1300,496,44,0.982390,2.186457,16585.551800,3743.271311,457.360871
32,7,1300,496,45,0.982660,1.831945,17682.682500,4589.080479,545.868046
40,7,1000,368,41,0.974740,1.426089,11356.417900,4046.346839,701.218674
40,7,1000,368,42,0.977810,1.482419,12772.501000,3977.386369,674.572987
40,7,1000,368,43,0.979490,1.583602,14090.461600,3992.859524,631.471736
40,7,1000,368,44,0.980460,1.621763,15269.278100,4045.612257,616.612809
40,7,1000,368,45,0.980690,1.616450,16286.284900,4005.231732,618.639667
40,7,1000,400,41,0.976980,1.544959,12118.708300,3960.244626,647.266203
40,7,1000,400,42,0.979970,1.974598,13650.054900,4011.284466,506.432091
40,7,1000,400,43,0.981640,1.693679,15076.546000,4716.056529,590.430824
40,7,1000,400,44,0.982650,1.746855,16357.157000,3998.482585,572.457363
40,7,1000,400,45,0.982970,1.771263,17462.660500,4130.136748,564.568791
40,7,1000,432,41,0.979160,1.713452,12862.854000,3922.708256,583.617285
40,7,1000,432,42,0.981840,1.816047,14508.242100,4098.361992,550.646587
40,7,1000,432,43,0.983510,1.851839,16044.119000,4146.542790,540.003830
40,7,1000,432,44,0.984460,2.198538,17424.692500,3996.487055,454.847705
40,7,1000,432,45,0.984810,1.975941,18619.340100,4741.773775,506.088094
40,7,1000,464,41,0.980980,1.799566,13593.919800,4152.035370,555.689663
40,7,1000,464,42,0.983810,1.952179,15351.409700,4022.325630,512.248169
40,7,1000,464,43,0.985380,1.928993,16994.328400,4030.130815,518.405181
40,7,1000,464,44,0.986380,2.042670,18476.033300,4116.893422,489.555272
40,7,1000,464,45,0.986650,2.038828,19759.302000,4188.816830,490.477805
40,7,1000,496,41,0.982470,2.036155,14307.695600,5482.825842,491.121757
40,7,1000,496,42,0.985370,2.046944,16177.986600,4460.797186,488.533035
40,7,1000,496,43,0.987080,2.061188,17929.303300,4162.191975,485.157141
40,7,1000,496,44,0.987930,2.076117,19510.033500,3917.445517,481.668397
40,7,1000,496,45,0.988280,2.185508,20881.772500,3960.140274,457.559607
40,7,1300,368,41,0.975380,1.509187,11558.866700,4022.307404,662.608412
40,7,1300,368,42,0.978280,1.854408,13004.697200,4323.798479,539.255538
40,7,1300,368,43,0.979810,1.659542,14350.090100,4708.644404,602.575774
40,7,1300,368,44,0.980920,1.631668,15557.173000,4094.160510,612.869631
40,7,1300,368,45,0.981120,1.626656,16597.323100,4039.972153,614.758150
40,7,1300,400,41,0.977590,1.560938,12334.275600,4218.843812,640.640447
40,7,1300,400,42,0.980590,1.696696,13897.050700,4054.666559,589.380848
40,7,1300,400,43,0.982120,1.816673,15354.747500,4123.148595,550.456895
40,7,1300,400,44,0.983150,1.794369,16663.639900,4065.574143,557.299051
40,7,1300,400,45,0.983320,2.110907,17795.169000,4103.696803,473.730051
40,7,1300,432,41,0.979780,1.711772,13091.587100,4756.024517,584.189876
