variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,adaptive_ep,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
heap,0,0,0,0,1,0,0,0,57,7,1400,1100,4562.556664,4567.928736, 190.117214, 0.998930, 5.259913, 69416.209100, 59934, 52599.129825,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1100/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,1100,4570.909337,4576.770995, 203.461835, 0.998930, 4.914927, 66997.212100, 57582, 49149.266762,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1100/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,1150,4512.235990,4517.564043, 183.341326, 0.998990, 5.454308, 71947.031200, 61933, 54543.076742,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1150/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,1150,4488.721425,4494.045992, 186.207878, 0.998990, 5.370342, 71947.031200, 61933, 53703.420783,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1150/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,1150,4589.863576,4595.570562, 189.586963, 0.998990, 5.274624, 71947.031200, 61933, 52746.242984,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1150/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,1150,4565.185692,4570.659180, 201.470971, 0.998990, 4.963494, 69526.469500, 59581, 49634.942230,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1150/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,1200,4840.343370,4845.871538, 165.555136, 0.999050, 6.040284, 74454.697700, 63616, 60402.837707,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1200/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,1200,4597.841891,4603.604291, 184.281605, 0.999050, 5.426478, 74454.697700, 63616, 54264.775821,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1200/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,1200,4657.022671,4662.574468, 179.016293, 0.999050, 5.586084, 74454.697700, 63616, 55860.837049,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1200/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,1200,4793.251696,4798.484669, 154.254178, 0.999050, 6.482807, 72032.478700, 61263, 64828.065908,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS1200/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,300,4579.022736,4585.108173, 719.742851, 0.983090, 1.389385, 24275.680000, 23906, 13893.851106,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS300/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,300,4498.824560,4504.406944, 562.489804, 0.983090, 1.777810, 24275.680000, 23906, 17778.100017,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS300/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,300,4654.611529,4660.634007, 697.043072, 0.983090, 1.434632, 24275.680000, 23906, 14346.315742,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS300/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,300,4554.350422,4560.724526, 721.993621, 0.983170, 1.385054, 21901.750400, 21656, 13850.537885,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS300/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,350,4617.679541,4623.945085, 623.516066, 0.986920, 1.603808, 27451.879700, 26681, 16038.079116,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS350/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,350,4621.464246,4627.262920, 615.426636, 0.986920, 1.624889, 27451.879700, 26681, 16248.890482,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS350/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,350,4549.918109,4555.259362, 625.937479, 0.986920, 1.597604, 27451.879700, 26681, 15976.036487,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS350/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,350,4713.023290,4718.906811, 569.682616, 0.986940, 1.755363, 25072.253000, 24415, 17553.633748,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS350/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,400,4597.136676,4602.961023, 545.113716, 0.989700, 1.834480, 30562.358900, 29374, 18344.796169,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS400/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,400,4642.033461,4647.247023, 447.134004, 0.989700, 2.236466, 30562.358900, 29374, 22364.660074,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS400/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,400,4611.438197,4616.752203, 555.863726, 0.989700, 1.799002, 30562.358900, 29374, 17990.020799,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS400/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,400,4524.963842,4531.099404, 544.607168, 0.989700, 1.836186, 28178.434100, 27145, 18361.858936,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS400/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,450,4543.727427,4549.342569, 407.908273, 0.991690, 2.451532, 33611.135800, 31922, 24515.315452,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS450/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,450,4540.943733,4547.043779, 486.808874, 0.991690, 2.054194, 33611.135800, 31922, 20541.942710,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS450/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,450,4560.690349,4566.681774, 489.097345, 0.991690, 2.044583, 33611.135800, 31922, 20445.827594,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS450/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,450,4537.833022,4543.054444, 486.783677, 0.991720, 2.054301, 31223.582800, 29732, 20543.006012,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS450/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,500,4519.134396,4524.912226, 431.336983, 0.993360, 2.318373, 36608.464800, 34514, 23183.729628,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS500/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,500,4489.043725,4494.757193, 437.360780, 0.993360, 2.286442, 36608.464800, 34514, 22864.418732,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS500/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,500,4555.897968,4561.220235, 435.027764, 0.993360, 2.298704, 36608.464800, 34514, 22987.038586,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS500/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,500,4565.235802,4570.624580, 433.610650, 0.993350, 2.306216, 34217.047200, 32214, 23062.164174,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS500/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,550,4564.260995,4569.975260, 390.651597, 0.994670, 2.559826, 39551.244000, 36926, 25598.257084,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS550/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,550,4549.794267,4555.175947, 396.326138, 0.994670, 2.523174, 39551.244000, 36926, 25231.744888,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS550/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,550,4754.556165,4761.783665, 347.064599, 0.994670, 2.881308, 39551.244000, 36926, 28813.079874,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS550/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,550,4564.785418,4570.335817, 403.436552, 0.994660, 2.478705, 37156.834100, 34646, 24787.045052,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS550/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,600,4515.151691,4521.264285, 372.013600, 0.995630, 2.688074, 42450.271100, 39000, 26880.737672,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS600/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,600,4490.757728,4495.843397, 375.344364, 0.995630, 2.664220, 42450.271100, 39000, 26642.200992,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS600/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,600,4478.633576,4484.651451, 373.705483, 0.995630, 2.675904, 42450.271100, 39000, 26759.040058,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS600/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,600,4559.240116,4564.533979, 332.217447, 0.995620, 3.010077, 40053.032000, 36719, 30100.767099,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS600/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,650,4655.718711,4661.271796, 296.221634, 0.996390, 3.375851, 45306.000300, 41372, 33758.506647,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS650/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,650,4487.169456,4493.076636, 343.289377, 0.996390, 2.912994, 45306.000300, 41372, 29129.943019,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS650/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,650,4504.198791,4510.089268, 322.182122, 0.996390, 3.103835, 45306.000300, 41372, 31038.345482,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS650/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,650,4651.913789,4658.296075, 326.915731, 0.996380, 3.058892, 42905.687000, 39094, 30588.922639,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS650/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,700,4561.450214,4566.805971, 309.868256, 0.996880, 3.227178, 48123.730700, 43609, 32271.779444,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS700/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,700,4531.206745,4536.557061, 321.490859, 0.996880, 3.110508, 48123.730700, 43609, 31105.083484,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS700/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,700,4525.752989,4530.963450, 324.903385, 0.996880, 3.077838, 48123.730700, 43609, 30778.380430,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS700/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,700,4606.737392,4611.893330, 317.514281, 0.996890, 3.149465, 45720.338600, 41327, 31494.646332,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS700/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,750,4580.665267,4586.450761, 296.362845, 0.997350, 3.374242, 50897.238700, 45740, 33742.421411,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS750/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,750,5433.004505,5440.091439, 257.564262, 0.997350, 3.882526, 50897.238700, 45740, 38825.262199,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS750/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,750,4712.221491,4717.633845, 269.112978, 0.997350, 3.715911, 50897.238700, 45740, 37159.114693,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS750/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,750,4623.815087,4629.278127, 292.679633, 0.997350, 3.416705, 48491.944300, 43458, 34167.051188,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS750/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,800,4614.670264,4620.021520, 277.885171, 0.997830, 3.598609, 53637.578500, 47767, 35986.087243,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS800/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,800,4550.293461,4555.679430, 249.452143, 0.997830, 4.008785, 53637.578500, 47767, 40087.849567,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS800/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,800,4643.647278,4649.401388, 277.952971, 0.997830, 3.597731, 53637.578500, 47767, 35977.309257,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS800/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,800,4560.386072,4565.902668, 276.523936, 0.997830, 3.616323, 51230.284100, 45486, 36163.234652,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS800/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,850,4566.944655,4572.199625, 264.169950, 0.998030, 3.785442, 56341.136900, 49843, 37854.419142,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS850/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,850,4550.872020,4556.153506, 241.158030, 0.998030, 4.146659, 56341.136900, 49843, 41466.585179,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS850/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,850,4639.602488,4645.056039, 263.788551, 0.998030, 3.790915, 56341.136900, 49843, 37909.150944,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS850/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,850,4540.687306,4546.125613, 266.601903, 0.998030, 3.750911, 53931.219700, 47557, 37509.109637,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS850/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,900,4532.177492,4537.742163, 251.877866, 0.998260, 3.970178, 59017.427000, 51766, 39701.781446,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS900/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,900,4607.549377,4613.082032, 226.355962, 0.998260, 4.417820, 59017.427000, 51766, 44178.204553,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS900/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,900,4613.442599,4618.978851, 249.290749, 0.998260, 4.011380, 59017.427000, 51766, 40113.803057,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS900/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,900,4588.984953,4594.572964, 250.242739, 0.998260, 3.996120, 56605.580400, 49481, 39961.199470,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS900/no_adaptive_ep/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,0,57,7,1400,950,4649.678791,4655.003759, 218.591281, 0.998480, 4.574748, 61659.139000, 53843, 45747.478905,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS950/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,0,57,7,1400,950,4927.476997,4935.525737, 226.921308, 0.998480, 4.406814, 61659.139000, 53843, 44068.140139,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS950/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,0,57,7,1400,950,4538.080611,4543.197128, 236.628780, 0.998480, 4.226029, 61659.139000, 53843, 42260.286425,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS950/heap/run_stdout_1.log,1
no_adaptive_ep,0,0,0,0,0,0,0,1,57,7,1400,950,4588.631651,4594.003577, 237.963980, 0.998480, 4.202317, 59245.633700, 51557, 42023.166759,results/ablation_20251215_173729/params_M57_ML7_EFC1400_EFS950/no_adaptive_ep/run_stdout_1.log,1
