variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,adaptive_ep,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,600,4712.097709,4717.423213, 338.461995, 0.990980, 2.954541, 0.000000, 0, 29545.414679,result-ablation-ep/ablation_20251215_212538/EFS600/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,600,4807.695496,4813.682461, 306.561731, 0.990980, 3.261986, 0.000000, 0, 32619.857615,result-ablation-ep/ablation_20251215_212538/EFS600/without_adaptive_ep/run_1.log,1
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,700,5167.342886,5173.467310, 301.929582, 0.992120, 3.312031, 0.000000, 0, 33120.305540,result-ablation-ep/ablation_20251215_212538/EFS700/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,700,4712.996091,4718.784101, 293.067713, 0.992120, 3.412181, 0.000000, 0, 34121.807182,result-ablation-ep/ablation_20251215_212538/EFS700/without_adaptive_ep/run_1.log,1
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,800,4696.377223,4702.140566, 268.630400, 0.993040, 3.722587, 0.000000, 0, 37225.868744,result-ablation-ep/ablation_20251215_212538/EFS800/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,800,4689.264730,4694.976245, 242.432405, 0.993040, 4.124861, 0.000000, 0, 41248.611127,result-ablation-ep/ablation_20251215_212538/EFS800/without_adaptive_ep/run_1.log,1
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,900,4875.746729,4881.564349, 238.925021, 0.993420, 4.185413, 0.000000, 0, 41854.134721,result-ablation-ep/ablation_20251215_212538/EFS900/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,900,4658.032302,4663.263407, 248.325028, 0.993420, 4.026980, 0.000000, 0, 40269.803182,result-ablation-ep/ablation_20251215_212538/EFS900/without_adaptive_ep/run_1.log,1
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,1000,4567.990363,4573.623585, 221.630611, 0.993830, 4.512012, 0.000000, 0, 45120.120973,result-ablation-ep/ablation_20251215_212538/EFS1000/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,1000,4577.293785,4582.954904, 204.105388, 0.993830, 4.899430, 0.000000, 0, 48994.297036,result-ablation-ep/ablation_20251215_212538/EFS1000/without_adaptive_ep/run_1.log,1
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,1100,4956.422386,4962.622195, 205.700875, 0.994000, 4.861428, 0.000000, 0, 48614.280286,result-ablation-ep/ablation_20251215_212538/EFS1100/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,1100,4638.473156,4643.816153, 206.820822, 0.994000, 4.835103, 0.000000, 0, 48351.031096,result-ablation-ep/ablation_20251215_212538/EFS1100/without_adaptive_ep/run_1.log,1
with_adaptive_ep,0,0,0,0,0,0,0,0,57,7,2000,1200,4719.895555,4725.106567, 178.484454, 0.994290, 5.602729, 0.000000, 0, 56027.288439,result-ablation-ep/ablation_20251215_212538/EFS1200/with_adaptive_ep/run_1.log,1
without_adaptive_ep,0,0,0,0,0,0,0,1,57,7,2000,1200,4848.177769,4853.381071, 192.047884, 0.994290, 5.207035, 0.000000, 0, 52070.347287,result-ablation-ep/ablation_20251215_212538/EFS1200/without_adaptive_ep/run_1.log,1
