timestamp,study_name,trial_id,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,K,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s,reward_score,status,RECALL_PER_SEC
2025-12-04T20:12:15.174055,efs_search,-1,33,5,511,860,10,0.98923,2.361053,3797.946899,2.361053,COMPLETE,0.0011502674418604653
2025-12-04T20:12:45.948747,efs_search,-1,33,5,511,890,10,0.98991,2.426377,3852.035833,2.426377,COMPLETE,0.001112258426966292
2025-12-04T20:13:16.921756,efs_search,-1,33,5,511,905,10,0.99021,2.457871,3820.502929,2.457871,COMPLETE,0.0010941546961325966
2025-12-04T20:13:47.693144,efs_search,-1,33,5,511,898,10,0.99005,2.435712,3831.718712,2.435712,COMPLETE,0.0011025055679287305
2025-12-04T20:14:20.988106,efs_search,-1,33,5,511,894,10,0.98998,2.6307,4223.687228,2.6307,COMPLETE,0.0011073601789709172
2025-12-04T20:14:54.484729,efs_search,-1,33,5,511,896,10,0.99001,2.529867,3866.889387,2.529867,COMPLETE,0.001104921875
2025-12-04T21:35:42.333019,hnsw_graph_opt_v1,1,33,5,511,896,10,0.99001,2.529867,3866.889387,2.529867,COMPLETE,0.001104921875
2025-12-04T21:36:44.578122,efs_search,-1,32,5,530,2000,10,0.99754,5.42024,5131.106472,5.42024,COMPLETE,0.0004987699999999999
2025-12-04T21:37:24.287494,efs_search,-1,32,5,530,1040,10,0.99195,3.273507,3983.589671,3.273507,COMPLETE,0.0009537980769230769
2025-12-04T21:38:18.938980,efs_search,-1,32,5,530,800,10,0.98773,2.319558,3801.688523,2.319558,COMPLETE,0.0012346625
2025-12-04T21:38:50.514578,efs_search,-1,32,5,530,920,10,0.99024,2.51372,3744.877697,2.51372,COMPLETE,0.0010763478260869565
2025-12-04T21:39:20.689229,efs_search,-1,32,5,530,860,10,0.98903,2.380486,3722.975097,2.380486,COMPLETE,0.0011500348837209303
2025-12-04T21:39:52.266683,efs_search,-1,32,5,530,890,10,0.98966,2.521659,3749.598565,2.521659,COMPLETE,0.0011119775280898877
2025-12-04T21:40:27.569060,efs_search,-1,32,5,530,905,10,0.98997,2.861099,3869.098313,2.861099,COMPLETE,0.0010938895027624309
2025-12-04T21:41:01.764380,efs_search,-1,32,5,530,913,10,0.99014,2.538086,4132.235683,2.538086,COMPLETE,0.0010844906900328588
2025-12-04T21:41:33.644845,efs_search,-1,32,5,530,909,10,0.99008,2.560702,3679.768972,2.560702,COMPLETE,0.0010891969196919692
2025-12-04T21:42:05.027664,efs_search,-1,32,5,530,907,10,0.98999,2.493704,3770.213747,2.493704,COMPLETE,0.001091499448732084
2025-12-04T21:42:36.300085,efs_search,-1,32,5,530,908,10,0.99004,2.512745,3659.862476,2.512745,COMPLETE,0.001090352422907489
2025-12-04T21:42:36.314419,hnsw_graph_opt_v1,2,32,5,530,908,10,0.99004,2.512745,3659.862476,2.512745,COMPLETE,0.001090352422907489
2025-12-06T04:27:42.641381,efs_search,-1,52,12,957,2000,10,0.99917,10.381716,1411662.211851,10.381716,COMPLETE,0.000499585
2025-12-06T04:28:48.064824,efs_search,-1,52,12,957,1040,10,0.99695,5.725683,6298.564882,5.725683,COMPLETE,0.0009586057692307692
2025-12-06T04:29:28.280130,efs_search,-1,52,12,957,560,10,0.98988,3.031855,5823.434855,3.031855,COMPLETE,0.0017676428571428572
2025-12-06T04:30:27.751368,efs_search,-1,52,12,957,800,10,0.99492,5.171205,6406.933699,5.171205,COMPLETE,0.00124365
2025-12-06T04:31:42.909554,efs_search,-1,52,12,957,680,10,0.99288,4.868055,14983.970719,4.868055,COMPLETE,0.0014601176470588235
2025-12-06T04:32:59.533032,efs_search,-1,52,12,957,620,10,0.99146,4.078401,18431.517839,4.078401,COMPLETE,0.0015991290322580646
2025-12-06T04:34:03.055829,efs_search,-1,52,12,957,590,10,0.99081,3.892431,20846.68156,3.892431,COMPLETE,0.0016793389830508474
2025-12-06T04:35:07.652222,efs_search,-1,52,12,957,575,10,0.99032,3.96157,21744.57009,3.96157,COMPLETE,0.001722295652173913
2025-12-06T04:35:46.891354,efs_search,-1,52,12,957,568,10,0.99011,2.97554,5489.935145,2.97554,COMPLETE,0.0017431514084507043
2025-12-06T04:36:23.108614,efs_search,-1,52,12,957,564,10,0.98996,2.976832,4433.497444,2.976832,COMPLETE,0.0017552482269503546
2025-12-06T04:36:59.784168,efs_search,-1,52,12,957,566,10,0.99005,3.045073,4255.263527,3.045073,COMPLETE,0.0017492049469964664
2025-12-06T04:37:37.544346,efs_search,-1,52,12,957,565,10,0.98997,3.113836,4229.313656,3.113836,COMPLETE,0.0017521592920353983
2025-12-06T04:37:37.638934,hnsw_graph_opt_v1,3,52,12,957,568,10,0.99011,2.97554,5489.935145,2.97554,COMPLETE,0.0017431514084507043
2025-12-06T06:14:06.902200,efs_search,-1,70,1,1096,2000,10,0.99935,7.450699,1500893.994504,7.450699,COMPLETE,0.000499675
2025-12-06T06:14:53.906266,efs_search,-1,70,1,1096,1040,10,0.99762,4.002727,5472.683389,4.002727,COMPLETE,0.0009592499999999999
2025-12-06T06:15:21.941329,efs_search,-1,70,1,1096,560,10,0.9915,2.168251,4236.637505,2.168251,COMPLETE,0.0017705357142857143
2025-12-06T06:16:04.016825,efs_search,-1,70,1,1096,440,10,0.98688,1.768079,4039.088589,1.768079,COMPLETE,0.002242909090909091
2025-12-06T06:16:24.150977,efs_search,-1,70,1,1096,380,10,0.9834,1.477886,3984.953867,1.477886,COMPLETE,0.0025878947368421054
2025-12-06T06:16:43.373105,efs_search,-1,70,1,1096,350,10,0.98109,1.377555,4000.144073,1.377555,COMPLETE,0.0028031142857142858
2025-12-06T06:17:26.532007,efs_search,-1,70,1,1096,343,10,0.9805,1.717653,4175.499004,1.717653,COMPLETE,0.002858600583090379
2025-12-06T06:17:47.285766,efs_search,-1,70,1,1096,339,10,0.9801,1.325832,4205.102799,1.325832,COMPLETE,0.002891150442477876
2025-12-06T06:18:25.787360,efs_search,-1,70,1,1096,338,10,0.98006,1.331507,3924.333558,1.331507,COMPLETE,0.002899585798816568
2025-12-06T06:18:25.803964,hnsw_graph_opt_v1,5,70,1,1096,339,10,0.9801,1.325832,4205.102799,1.325832,COMPLETE,0.002891150442477876
2025-12-06T06:50:30.584279,efs_search,-1,80,11,1301,2000,10,0.9994,7.663727,1832579.314356,7.663727,COMPLETE,0.0004997
2025-12-06T06:51:18.775640,efs_search,-1,80,11,1301,1040,10,0.99803,4.046293,4156.362329,4.046293,COMPLETE,0.0009596442307692307
2025-12-06T06:51:50.472063,efs_search,-1,80,11,1301,560,10,0.99255,2.570541,3012.457698,2.570541,COMPLETE,0.0017724107142857144
2025-12-06T06:52:11.286934,efs_search,-1,80,11,1301,320,10,0.98018,1.324356,4288.203575,1.324356,COMPLETE,0.0030630625000000002
2025-12-06T06:54:15.816785,efs_search,-1,80,11,1301,319,10,0.98008,1.297694,4039.279135,1.297694,COMPLETE,0.003072351097178683
2025-12-06T07:15:31.906267,efs_search,-1,51,10,944,2000,10,0.99915,6.838515,1172507.192051,6.838515,COMPLETE,0.000499575
2025-12-06T07:16:14.313601,efs_search,-1,51,10,944,1040,10,0.99684,3.591643,4000.691156,3.591643,COMPLETE,0.0009584999999999999
2025-12-06T07:16:39.534056,efs_search,-1,51,10,944,560,10,0.9897,1.996898,3950.253623,1.996898,COMPLETE,0.0017673214285714286
2025-12-06T07:17:22.404873,efs_search,-1,51,10,944,440,10,0.98488,1.60677,4168.511215,1.60677,COMPLETE,0.0022383636363636364
2025-12-06T07:17:41.382679,efs_search,-1,51,10,944,380,10,0.98093,1.37642,3869.094279,1.37642,COMPLETE,0.002581394736842105
2025-12-06T07:18:39.026154,efs_search,-1,51,10,944,373,10,0.98044,1.353231,3888.498571,1.353231,COMPLETE,0.002628525469168901
2025-12-06T07:18:57.574550,efs_search,-1,51,10,944,369,10,0.98017,1.336275,3841.576314,1.336275,COMPLETE,0.002656287262872629
2025-12-06T07:19:35.802554,efs_search,-1,51,10,944,368,10,0.98004,1.337953,4025.425558,1.337953,COMPLETE,0.0026631521739130435
2025-12-06T07:19:35.814520,hnsw_graph_opt_v1,7,51,10,944,369,10,0.98017,1.336275,3841.576314,1.336275,COMPLETE,0.002656287262872629
2025-12-06T07:49:53.527650,efs_search,-1,55,11,1286,2000,10,0.99944,7.315111,1727980.531761,7.315111,COMPLETE,0.00049972
2025-12-06T07:50:39.336555,efs_search,-1,55,11,1286,1040,10,0.99776,3.904864,4262.255513,3.904864,COMPLETE,0.0009593846153846154
2025-12-06T07:51:06.290848,efs_search,-1,55,11,1286,560,10,0.99167,2.165695,3963.523079,2.165695,COMPLETE,0.0017708392857142857
2025-12-06T07:51:51.480977,efs_search,-1,55,11,1286,440,10,0.98685,1.732993,4070.106767,1.732993,COMPLETE,0.002242840909090909
2025-12-06T07:52:11.768283,efs_search,-1,55,11,1286,380,10,0.98335,1.499874,3986.642954,1.499874,COMPLETE,0.0025877631578947367
2025-12-06T07:52:30.816021,efs_search,-1,55,11,1286,350,10,0.98094,1.36727,4016.91106,1.36727,COMPLETE,0.0028026857142857144
2025-12-06T07:53:09.746736,efs_search,-1,55,11,1286,343,10,0.98034,1.337424,3974.112898,1.337424,COMPLETE,0.002858134110787172
2025-12-06T07:53:29.819512,efs_search,-1,55,11,1286,339,10,0.98011,1.347038,4039.699375,1.347038,COMPLETE,0.00289117994100295
2025-12-06T07:54:07.548581,efs_search,-1,55,11,1286,338,10,0.98003,1.346332,4063.33497,1.346332,COMPLETE,0.002899497041420118
2025-12-06T07:54:07.560663,hnsw_graph_opt_v1,8,55,11,1286,343,10,0.98034,1.337424,3974.112898,1.337424,COMPLETE,0.002858134110787172
2025-12-06T08:17:34.737650,efs_search,-1,82,13,985,2000,10,0.99935,7.365744,1308712.234579,7.365744,COMPLETE,0.000499675
2025-12-06T08:18:20.985244,efs_search,-1,82,13,985,1040,10,0.99748,3.84706,4352.484977,3.84706,COMPLETE,0.0009591153846153846
2025-12-06T08:18:47.934184,efs_search,-1,82,13,985,560,10,0.99111,2.123122,3971.262838,2.123122,COMPLETE,0.0017698392857142858
2025-12-06T08:19:30.641542,efs_search,-1,82,13,985,440,10,0.98633,1.762362,4785.495039,1.762362,COMPLETE,0.002241659090909091
2025-12-06T08:19:52.660866,efs_search,-1,82,13,985,380,10,0.98264,1.472776,4159.978185,1.472776,COMPLETE,0.002585894736842105
2025-12-06T08:20:11.395560,efs_search,-1,82,13,985,350,10,0.98022,1.346513,3969.735116,1.346513,COMPLETE,0.0028006285714285714
2025-12-06T08:21:28.237841,efs_search,-1,82,13,985,349,10,0.9801,1.335618,3925.115587,1.335618,COMPLETE,0.0028083094555873926
2025-12-06T08:21:46.894889,hnsw_graph_opt_v1,9,82,13,985,349,10,0.9801,1.335618,3925.115587,1.335618,COMPLETE,0.0028083094555873926
2025-12-06T09:03:56.804359,efs_search,-1,19,14,770,2000,10,0.9905,3.957233,476790.411671,3.957233,COMPLETE,0.00049525
2025-12-06T09:04:58.187568,efs_search,-1,19,14,770,1520,10,0.98679,3.014101,3265.598921,3.014101,COMPLETE,0.000649203947368421
2025-12-06T09:05:27.878296,efs_search,-1,19,14,770,1280,10,0.98363,2.504648,3362.832239,2.504648,COMPLETE,0.0007684609375
2025-12-06T09:05:56.751961,efs_search,-1,19,14,770,1160,10,0.98158,2.317529,3182.994052,2.317529,COMPLETE,0.0008461896551724138
2025-12-06T09:06:25.984562,efs_search,-1,19,14,770,1100,10,0.98035,2.452495,3219.939428,2.452495,COMPLETE,0.0008912272727272728
2025-12-06T09:07:20.962551,efs_search,-1,19,14,770,1085,10,0.98012,2.173842,3199.755953,2.173842,COMPLETE,0.0009033364055299539
2025-12-06T09:08:13.237287,efs_search,-1,19,14,770,1082,10,0.98004,2.142997,3380.439192,2.142997,COMPLETE,0.0009057670979667283
2025-12-06T09:09:06.012118,efs_search,-1,19,14,770,1081,10,0.98001,2.211444,3207.299943,2.211444,COMPLETE,0.0009065772432932471
2025-12-06T09:09:06.025335,hnsw_graph_opt_v1,11,19,14,770,1082,10,0.98004,2.142997,3380.439192,2.142997,COMPLETE,0.0009057670979667283
2025-12-06T09:32:38.208106,efs_search,-1,67,6,985,2000,10,0.99848,7.120913,1311115.742222,7.120913,COMPLETE,0.00049924
2025-12-06T09:33:24.004555,efs_search,-1,67,6,985,1040,10,0.99656,3.808906,4206.681868,3.808906,COMPLETE,0.0009582307692307693
2025-12-06T09:33:50.081525,efs_search,-1,67,6,985,560,10,0.98991,2.077097,3885.443305,2.077097,COMPLETE,0.0017676964285714286
2025-12-06T09:34:34.103297,efs_search,-1,67,6,985,440,10,0.98506,1.664016,4860.497276,1.664016,COMPLETE,0.0022387727272727273
2025-12-06T09:34:53.750581,efs_search,-1,67,6,985,380,10,0.98146,1.449448,3895.546725,1.449448,COMPLETE,0.0025827894736842106
2025-12-06T09:35:32.528534,efs_search,-1,67,6,985,365,10,0.98023,1.406078,3910.594098,1.406078,COMPLETE,0.0026855616438356167
2025-12-06T09:36:11.569587,efs_search,-1,67,6,985,362,10,0.98003,1.373966,3922.169704,1.373966,COMPLETE,0.0027072651933701657
2025-12-06T09:36:49.627414,hnsw_graph_opt_v1,12,67,6,985,362,10,0.98003,1.373966,3922.169704,1.373966,COMPLETE,0.0027072651933701657
2025-12-06T10:41:20.553126,efs_search,-1,44,4,1409,2000,10,0.99941,7.037024,1776603.792665,7.037024,COMPLETE,0.000499705
2025-12-06T10:42:03.599477,efs_search,-1,44,4,1409,1040,10,0.99733,3.735668,3087.21944,3.735668,COMPLETE,0.0009589711538461539
2025-12-06T10:42:29.018687,efs_search,-1,44,4,1409,560,10,0.99032,2.039768,3829.759706,2.039768,COMPLETE,0.0017684285714285714
2025-12-06T10:43:13.166870,efs_search,-1,44,4,1409,440,10,0.98489,2.026879,4003.887518,2.026879,COMPLETE,0.002238386363636364
2025-12-06T10:43:35.231256,efs_search,-1,44,4,1409,380,10,0.98101,1.406463,4937.093656,1.406463,COMPLETE,0.002581605263157895
2025-12-06T10:44:32.526695,efs_search,-1,44,4,1409,373,10,0.98043,1.398355,3932.152083,1.398355,COMPLETE,0.0026284986595174263
2025-12-06T10:44:52.725687,efs_search,-1,44,4,1409,369,10,0.98015,1.380656,3890.367152,1.380656,COMPLETE,0.0026562330623306233
2025-12-06T10:45:31.377453,efs_search,-1,44,4,1409,368,10,0.98005,1.362511,3886.841696,1.362511,COMPLETE,0.002663179347826087
2025-12-06T10:45:31.390165,hnsw_graph_opt_v1,14,44,4,1409,368,10,0.98005,1.362511,3886.841696,1.362511,COMPLETE,0.002663179347826087
2025-12-06T10:54:38.753211,efs_search,-1,58,8,455,2000,10,0.99844,5.697905,478461.890434,5.697905,COMPLETE,0.00049922
2025-12-06T10:55:17.551828,efs_search,-1,58,8,455,1040,10,0.9942,3.16195,3695.591183,3.16195,COMPLETE,0.0009559615384615385
2025-12-06T10:55:42.912717,efs_search,-1,58,8,455,560,10,0.98433,2.017826,2293.777133,2.017826,COMPLETE,0.001757732142857143
2025-12-06T10:56:41.085508,efs_search,-1,58,8,455,500,10,0.98136,1.510516,2427.846836,1.510516,COMPLETE,0.00196272
2025-12-06T10:57:21.884902,efs_search,-1,58,8,455,485,10,0.98049,1.487866,3543.880752,1.487866,COMPLETE,0.0020216288659793812
2025-12-06T10:57:41.265167,efs_search,-1,58,8,455,478,10,0.98002,1.466746,2123.345437,1.466746,COMPLETE,0.0020502510460251046
2025-12-06T10:58:44.561376,hnsw_graph_opt_v1,15,58,8,455,478,10,0.98002,1.466746,2123.345437,1.466746,COMPLETE,0.0020502510460251046
