variant,point_type,point_index,m,ml,efc,efs,recall_cached,csr,prefetch,simd,pruning,heap,flat_index,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
no_csr,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/no_csr/run_stdout_1.log,1
no_prefetch,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/no_prefetch/run_stdout_1.log,1
no_simd,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/no_simd/run_stdout_1.log,1
no_pruning,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/no_pruning/run_stdout_1.log,1
heap,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/heap/run_stdout_1.log,1
dynamic_struct,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/dynamic_struct/run_stdout_1.log,1
nothing,random_02,13,2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_02_m2025-12-02T07:10:50.780799_mlhnsw_constrained_v4_efc28_efs44/nothing/run_stdout_1.log,1
baseline,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/baseline/run_stdout_1.log,1
no_csr,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/no_csr/run_stdout_1.log,1
no_prefetch,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/no_prefetch/run_stdout_1.log,1
no_simd,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/no_simd/run_stdout_1.log,1
no_pruning,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/no_pruning/run_stdout_1.log,1
heap,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/heap/run_stdout_1.log,1
dynamic_struct,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/dynamic_struct/run_stdout_1.log,1
nothing,random_03,14,2025-12-03T02:02:43.131194,efs_search,-1,50,5,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_03_m2025-12-03T02:02:43.131194_mlefs_search_efc-1_efs50/nothing/run_stdout_1.log,1
baseline,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/baseline/run_stdout_1.log,1
no_csr,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/no_csr/run_stdout_1.log,1
no_prefetch,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/no_prefetch/run_stdout_1.log,1
no_simd,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/no_simd/run_stdout_1.log,1
no_pruning,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/no_pruning/run_stdout_1.log,1
heap,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/heap/run_stdout_1.log,1
dynamic_struct,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/dynamic_struct/run_stdout_1.log,1
nothing,random_04,15,2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_04_m2025-12-02T12:36:43.328046_mlhnsw_cmaes_v5_efc53_efs47/nothing/run_stdout_1.log,1
baseline,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/baseline/run_stdout_1.log,1
no_csr,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/no_csr/run_stdout_1.log,1
no_prefetch,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/no_prefetch/run_stdout_1.log,1
no_simd,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/no_simd/run_stdout_1.log,1
no_pruning,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/no_pruning/run_stdout_1.log,1
heap,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/heap/run_stdout_1.log,1
dynamic_struct,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/dynamic_struct/run_stdout_1.log,1
nothing,random_05,16,2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_05_m2025-12-02T10:14:53.738563_mlhnsw_cmaes_v5_efc42_efs52/nothing/run_stdout_1.log,1
baseline,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/baseline/run_stdout_1.log,1
no_csr,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/no_csr/run_stdout_1.log,1
no_prefetch,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/no_prefetch/run_stdout_1.log,1
no_simd,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/no_simd/run_stdout_1.log,1
no_pruning,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/no_pruning/run_stdout_1.log,1
heap,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/heap/run_stdout_1.log,1
dynamic_struct,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/dynamic_struct/run_stdout_1.log,1
nothing,random_06,17,2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_06_m2025-12-02T18:33:19.102706_mlhnsw_cmaes_v5_efc81_efs35/nothing/run_stdout_1.log,1
baseline,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/baseline/run_stdout_1.log,1
no_csr,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/no_csr/run_stdout_1.log,1
no_prefetch,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/no_prefetch/run_stdout_1.log,1
no_simd,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/no_simd/run_stdout_1.log,1
no_pruning,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/no_pruning/run_stdout_1.log,1
heap,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/heap/run_stdout_1.log,1
dynamic_struct,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/dynamic_struct/run_stdout_1.log,1
nothing,random_07,18,2025-12-03T07:56:41.905187,efs_search,-1,33,17,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_07_m2025-12-03T07:56:41.905187_mlefs_search_efc-1_efs33/nothing/run_stdout_1.log,1
baseline,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/baseline/run_stdout_1.log,1
no_csr,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/no_csr/run_stdout_1.log,1
no_prefetch,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/no_prefetch/run_stdout_1.log,1
no_simd,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/no_simd/run_stdout_1.log,1
no_pruning,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/no_pruning/run_stdout_1.log,1
heap,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/heap/run_stdout_1.log,1
dynamic_struct,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/dynamic_struct/run_stdout_1.log,1
nothing,random_08,19,2025-12-03T00:21:31.868546,efs_search,-1,53,7,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_08_m2025-12-03T00:21:31.868546_mlefs_search_efc-1_efs53/nothing/run_stdout_1.log,1
baseline,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,0,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/baseline/run_stdout_1.log,1
no_csr,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,1,0,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/no_csr/run_stdout_1.log,1
no_prefetch,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,0,1,0,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/no_prefetch/run_stdout_1.log,1
no_simd,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,0,0,1,0,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/no_simd/run_stdout_1.log,1
no_pruning,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,0,0,0,1,0,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/no_pruning/run_stdout_1.log,1
heap,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,0,0,0,0,1,0,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/heap/run_stdout_1.log,1
dynamic_struct,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,0,0,0,0,0,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/dynamic_struct/run_stdout_1.log,1
nothing,random_09,20,2025-12-03T10:23:02.356420,efs_search,-1,55,7,1,1,1,1,1,1,,,,,,,,,results/ablation_uniform_random_20251203_131131/random_09_m2025-12-03T10:23:02.356420_mlefs_search_efc-1_efs55/nothing/run_stdout_1.log,1
