variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
no_reorder,0,0,0,0,0,0,1,43,10,735,500,,7803.502687,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS500/no_reorder/run_20251204_145208_262.log,1,,,,,,,,,,,,,,,,,,
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,500,,7803.502687,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS500/dynamic_with_opts/run_20251204_145208_262.log,1,,,,,,,,,,,,,,,,,,
full,0,0,0,0,0,0,0,43,10,735,600,,5386.837927,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/full/run_20251204_145227_663.log,1,,,,,,,,,,,,,,,,,,
no_simd,0,0,1,0,0,0,0,43,10,735,600,,5386.837927,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/no_simd/run_20251204_145227_663.log,1,,,,,,,,,,,,,,,,,,
no_prefetch,0,1,0,0,0,0,0,43,10,735,600,,5220.848462,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/no_prefetch/run_20251204_145243_138.log,1,,,,,,,,,,,,,,,,,,
nothing,1,1,1,1,1,1,1,43,10,735,500,,5506.609364,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS500/nothing/run_20251204_145253_896.log,1,,,,,,,,,,,,,,,,,,
no_csr,1,0,0,0,0,0,0,43,10,735,600,,5506.609364,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/no_csr/run_20251204_145253_896.log,1,,,,,,,,,,,,,,,,,,
no_pruning,0,0,0,1,0,0,0,43,10,735,600,,6978.316687,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/no_pruning/run_20251204_145304_447.log,1,,,,,,,,,,,,,,,,,,
heap,0,0,0,0,1,0,0,43,10,735,600,,6031.790267,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/heap/run_20251204_145313_743.log,1,,,,,,,,,,,,,,,,,,
dynamic_struct,0,0,0,0,0,1,0,43,10,735,600,,6031.790267,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/dynamic_struct/run_20251204_145313_743.log,1,,,,,,,,,,,,,,,,,,
no_reorder,0,0,0,0,0,0,1,43,10,735,600,,5147.022718,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/no_reorder/run_20251204_145322_959.log,1,,,,,,,,,,,,,,,,,,
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,600,,5570.016483,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS600/dynamic_with_opts/run_20251204_145334_339.log,1,,,,,,,,,,,,,,,,,,
full,0,0,0,0,0,0,0,43,10,735,625,,5044.205025,,,,,,results/ablation_20251204_144847/params_M43_ML10_EFC735_EFS625/full/run_20251204_145358_001.log,1,,,,,,,,,,,,,,,,,,
