STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c5600_i16_p64,5600,16,64,76,0.9844,0.94,60
c5600_i16_p66,5600,16,66,82,0.9844,1.07,64
c7000_i16_p80,7000,16,80,93,0.9844,1.36,78
c5000_i16_p68,5000,16,68,70,0.9842,0.99,54
c5000_i32_p64,5000,32,64,116,0.984,0.78,100
c6400_i16_p68,6400,16,68,87,0.984,0.91,70
c4800_i32_p64,4800,32,64,116,0.984,0.95,100
c5800_i16_p74,5800,16,74,79,0.984,0.99,62
c8192_i16_p80,8192,16,80,104,0.984,1.12,88
c5800_i16_p72,5800,16,72,79,0.9838,0.94,59
c6000_i32_p64,6000,32,64,134,0.9836,0.73,118
c5000_i16_p66,5000,16,66,68,0.9836,0.91,53
c6600_i16_p68,6600,16,68,86,0.9836,1,71
c6000_i16_p64,6000,16,64,87,0.9836,1.08,68
c5000_i16_p64,5000,16,64,68,0.9834,1.03,53
c10240_i16_p90,10240,16,90,124,0.9834,1.09,108
c6600_i16_p66,6600,16,66,93,0.9834,1.2,74
c6144_i16_p64,6144,16,64,78,0.9832,0.88,63
c5800_i32_p64,5800,32,64,129,0.983,0.79,113
c6400_i32_p64,6400,32,64,145,0.9826,0.75,127
c6400_i16_p66,6400,16,66,82,0.9824,0.85,67
c6400_i16_p64,6400,16,64,81,0.982,0.76,66
c6600_i16_p64,6600,16,64,80,0.982,0.77,66
c6666_i16_p68,6666,16,68,89,0.982,0.94,74
c10240_i16_p84,10240,16,84,157,0.9818,1.34,142
c5800_i16_p70,5800,16,70,71,0.9816,0.79,55
c11451_i16_p90,11451,16,90,166,0.9816,1.36,150
c7000_i16_p72,7000,16,72,90,0.9814,1.03,75
c5800_i16_p68,5800,16,68,87,0.981,1.02,68
c8192_i16_p72,8192,16,72,106,0.981,1.16,89
c6600_i32_p64,6600,32,64,146,0.9808,0.78,133
c5600_i32_p64,5600,32,64,127,0.9806,0.78,113
c10240_i16_p80,10240,16,80,126,0.9806,1.1,109
c11451_i16_p84,11451,16,84,172,0.9804,1.13,155
c6666_i16_p64,6666,16,64,87,0.9802,1.05,72
c5800_i16_p66,5800,16,66,77,0.98,1,61
c11451_i16_p80,11451,16,80,142,0.98,1.07,125
c7000_i16_p68,7000,16,68,93,0.9796,1.31,78
c8192_i16_p68,8192,16,68,122,0.9792,1,107
c5800_i16_p64,5800,16,64,77,0.979,0.83,62
c10240_i16_p72,10240,16,72,124,0.9784,1,107
c7000_i16_p64,7000,16,64,87,0.9778,0.9,72
c10240_i16_p68,10240,16,68,156,0.9772,1.29,136
c11451_i16_p72,11451,16,72,167,0.9766,Average query time: -0.41 ms,151
c8192_i16_p64,8192,16,64,102,0.9762,0.93,86
c10240_i16_p64,10240,16,64,128,0.9752,1.45,111
c11451_i16_p64,11451,16,64,166,0.9736,1.14,151
