STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c8443_i16_p307,8443,16,307,0,0.9986,1.73,0
c8676_i16_p400,8676,16,400,0,0.9986,1.77,0
c9903_i16_p387,9903,16,387,0,0.9986,1.79,0
c8248_i16_p320,8248,16,320,0,0.9986,1.8,0
c9903_i16_p394,9903,16,394,0,0.9986,1.81,0
c8466_i16_p320,8466,16,320,0,0.9986,1.84,0
c9903_i16_p413,9903,16,413,0,0.9986,1.85,0
c9903_i16_p406,9903,16,406,0,0.9986,1.85,0
c9903_i16_p427,9903,16,427,0,0.9986,1.88,0
c9670_i16_p388,9670,16,388,0,0.9986,1.88,0
c8248_i16_p324,8248,16,324,0,0.9986,1.88,0
c8247_i16_p327,8247,16,327,0,0.9986,1.89,0
c8290_i16_p327,8290,16,327,0,0.9986,1.9,0
c8443_i16_p308,8443,16,308,0,0.9986,1.92,0
c8676_i16_p454,8676,16,454,0,0.9986,1.93,0
c8713_i16_p416,8713,16,416,0,0.9986,1.95,0
c8483_i16_p324,8483,16,324,0,0.9986,1.95,0
c8170_i16_p339,8170,16,339,0,0.9986,1.96,0
c8290_i16_p321,8290,16,321,0,0.9986,1.97,0
c9903_i16_p404,9903,16,404,0,0.9986,1.99,0
c8248_i16_p328,8248,16,328,0,0.9986,1.99,0
c8455_i16_p318,8455,16,318,0,0.9986,2.04,0
c8483_i16_p339,8483,16,339,0,0.9986,2.04,0
c9670_i16_p442,9670,16,442,0,0.9986,2.07,0
c8170_i16_p387,8170,16,387,0,0.9986,2.1,0
c7953_i16_p364,7953,16,364,0,0.9986,2.14,0
c9903_i16_p396,9903,16,396,0,0.9986,2.16,0
c8164_i16_p366,8164,16,366,0,0.9986,2.17,0
c8481_i16_p317,8481,16,317,0,0.9986,2.18,0
c8207_i16_p380,8207,16,380,0,0.9986,2.21,0
c8170_i16_p450,8170,16,450,0,0.9986,2.25,0
c8170_i16_p355,8170,16,355,0,0.9986,2.3,0
c8749_i16_p408,8749,16,408,0,0.9986,2.39,0
c7940_i16_p406,7940,16,406,0,0.9986,2.49,0
c8713_i16_p470,8713,16,470,0,0.9986,2.66,0
c8470_i16_p318,8470,16,318,0,0.9986,2.74,0
c8228_i16_p415,8228,16,415,0,0.9986,2.81,0
c8488_i16_p225,8488,16,225,0,0.9984,1.51,0
c8676_i16_p346,8676,16,346,0,0.9984,1.56,0
c9903_i16_p373,9903,16,373,0,0.9984,1.62,0
c8749_i16_p347,8749,16,347,0,0.9984,1.82,0
c10052_i16_p381,10052,16,381,0,0.9984,1.83,0
c8209_i16_p320,8209,16,320,0,0.9984,1.83,0
c8713_i16_p362,8713,16,362,0,0.9984,1.85,0
c8092_i16_p328,8092,16,328,0,0.9984,1.86,0
c8321_i16_p338,8321,16,338,0,0.9984,1.91,0
c8749_i16_p334,8749,16,334,0,0.9984,1.93,0
c8290_i16_p315,8290,16,315,0,0.9984,1.96,0
c8483_i16_p309,8483,16,309,0,0.9984,1.99,0
c8749_i16_p321,8749,16,321,0,0.9984,2,0
c8887_i16_p319,8887,16,319,0,0.9984,2.01,0
c8685_i16_p425,8685,16,425,0,0.9984,2.02,0
c9903_i16_p454,9903,16,454,0,0.9984,2.05,0
c8439_i16_p329,8439,16,329,0,0.9984,2.08,0
c8464_i16_p347,8464,16,347,0,0.9984,2.11,0
c8749_i16_p308,8749,16,308,0,0.9984,2.12,0
c8455_i16_p395,8455,16,395,0,0.9984,2.24,0
c8885_i16_p389,8885,16,389,0,0.9984,2.26,0
c8549_i16_p320,8549,16,320,0,0.9984,2.27,0
c8172_i16_p405,8172,16,405,0,0.9984,2.29,0
c8223_i16_p409,8223,16,409,0,0.9984,2.35,0
c8397_i16_p378,8397,16,378,0,0.9984,2.38,0
c8866_i16_p388,8866,16,388,0,0.9984,2.55,0
c8763_i16_p410,8763,16,410,0,0.9984,2.7,0
c8170_i16_p324,8170,16,324,0,0.9982,0.87,0
c8797_i16_p255,8797,16,255,0,0.9982,1.56,0
c8170_i16_p261,8170,16,261,0,0.9982,1.63,0
c10056_i16_p394,10056,16,394,0,0.9982,1.71,0
c8797_i16_p276,8797,16,276,0,0.9982,1.71,0
c8797_i16_p293,8797,16,293,0,0.9982,1.71,0
c10209_i16_p400,10209,16,400,0,0.9982,1.72,0
c9901_i16_p398,9901,16,398,0,0.9982,1.79,0
c9638_i16_p323,9638,16,323,0,0.9982,1.79,0
c8092_i16_p324,8092,16,324,0,0.9982,1.8,0
c8092_i16_p320,8092,16,320,0,0.9982,1.8,0
c8170_i16_p309,8170,16,309,0,0.9982,1.81,0
c10056_i16_p406,10056,16,406,0,0.9982,1.82,0
c9865_i16_p400,9865,16,400,0,0.9982,1.82,0
c8364_i16_p373,8364,16,373,0,0.9982,1.82,0
c8170_i16_p293,8170,16,293,0,0.9982,1.82,0
c10516_i16_p400,10516,16,400,0,0.9982,1.83,0
c8209_i16_p328,8209,16,328,0,0.9982,1.83,0
c10056_i16_p400,10056,16,400,0,0.9982,1.84,0
c8202_i16_p320,8202,16,320,0,0.9982,1.84,0
c8797_i16_p324,8797,16,324,0,0.9982,1.85,0
c8202_i16_p328,8202,16,328,0,0.9982,1.85,0
c9750_i16_p406,9750,16,406,0,0.9982,1.86,0
c7830_i16_p334,7830,16,334,0,0.9982,1.87,0
c8170_i16_p317,8170,16,317,0,0.9982,1.87,0
c8169_i16_p321,8169,16,321,0,0.9982,1.89,0
c8441_i16_p274,8441,16,274,0,0.9982,1.9,0
c8721_i16_p328,8721,16,328,0,0.9982,1.91,0
c8351_i16_p378,8351,16,378,0,0.9982,1.91,0
c8170_i16_p320,8170,16,320,0,0.9982,1.91,0
c8209_i16_p324,8209,16,324,0,0.9982,1.91,0
c8797_i16_p355,8797,16,355,0,0.9982,1.93,0
c9750_i16_p394,9750,16,394,0,0.9982,1.96,0
c8974_i16_p402,8974,16,402,0,0.9982,1.98,0
c8014_i16_p324,8014,16,324,0,0.9982,1.98,0
c9750_i16_p400,9750,16,400,0,0.9982,1.99,0
c9865_i16_p396,9865,16,396,0,0.9982,2.01,0
c7830_i16_p361,7830,16,361,0,0.9982,2.04,0
c8196_i16_p320,8196,16,320,0,0.9982,2.05,0
c10209_i16_p413,10209,16,413,0,0.9982,2.08,0
c8202_i16_p324,8202,16,324,0,0.9982,2.08,0
c9608_i16_p325,9608,16,325,0,0.9982,2.1,0
c8170_i16_p328,8170,16,328,0,0.9982,2.1,0
c8014_i16_p317,8014,16,317,0,0.9982,2.14,0
c10516_i16_p373,10516,16,373,0,0.9982,2.15,0
c8358_i16_p358,8358,16,358,0,0.9982,2.15,0
c10516_i16_p427,10516,16,427,0,0.9982,2.19,0
c8411_i16_p431,8411,16,431,0,0.9982,2.19,0
c8876_i16_p339,8876,16,339,0,0.9982,2.19,0
c7850_i16_p381,7850,16,381,0,0.9982,2.19,0
c8468_i16_p371,8468,16,371,0,0.9982,2.2,0
c8475_i16_p317,8475,16,317,0,0.9982,2.23,0
c8693_i16_p366,8693,16,366,0,0.9982,2.23,0
c8170_i16_p331,8170,16,331,0,0.9982,2.27,0
c8014_i16_p331,8014,16,331,0,0.9982,2.28,0
c10681_i16_p450,10681,16,450,0,0.9982,2.3,0
c8694_i16_p328,8694,16,328,0,0.9982,2.33,0
c8548_i16_p389,8548,16,389,0,0.9982,2.37,0
c8821_i16_p373,8821,16,373,0,0.9982,2.43,0
c8475_i16_p325,8475,16,325,0,0.9982,2.59,0
c7945_i16_p388,7945,16,388,0,0.9982,2.63,0
c8475_i16_p321,8475,16,321,0,0.9982,2.8,0
c9608_i16_p379,9608,16,379,0,0.9982,2.89,0
c8229_i16_p350,8229,16,350,0,0.9982,3.02,0
c7839_i16_p405,7839,16,405,0,0.9982,3.19,0
c8363_i16_p311,8363,16,311,0,0.9982,3.39,0
c9865_i16_p404,9865,16,404,0,0.9982,4.06,0
c8326_i16_p324,8326,16,324,0,0.998,0.86,0
c4045_i16_p161,4045,16,161,0,0.998,1.32,0
c4064_i16_p164,4064,16,164,0,0.998,1.33,0
c4095_i16_p163,4095,16,163,0,0.998,1.36,0
c4045_i16_p157,4045,16,157,0,0.998,1.4,0
c4045_i16_p153,4045,16,153,0,0.998,1.4,0
c8676_i16_p292,8676,16,292,0,0.998,1.43,0
c9670_i16_p280,9670,16,280,0,0.998,1.55,0
c8378_i16_p213,8378,16,213,0,0.998,1.56,0
c8701_i16_p286,8701,16,286,0,0.998,1.59,0
c4045_i16_p165,4045,16,165,0,0.998,1.6,0
c8751_i16_p259,8751,16,259,0,0.998,1.66,0
c10209_i16_p387,10209,16,387,0,0.998,1.67,0
c9979_i16_p400,9979,16,400,0,0.998,1.68,0
c9979_i16_p404,9979,16,404,0,0.998,1.68,0
c9979_i16_p396,9979,16,396,0,0.998,1.7,0
c9638_i16_p377,9638,16,377,0,0.998,1.71,0
c7983_i16_p295,7983,16,295,0,0.998,1.71,0
c9827_i16_p400,9827,16,400,0,0.998,1.77,0
c9827_i16_p404,9827,16,404,0,0.998,1.79,0
c9827_i16_p396,9827,16,396,0,0.998,1.81,0
c8411_i16_p323,8411,16,323,0,0.998,1.83,0
c8133_i16_p327,8133,16,327,0,0.998,1.83,0
c10014_i16_p403,10014,16,403,0,0.998,1.86,0
c8326_i16_p317,8326,16,317,0,0.998,1.86,0
c9871_i16_p404,9871,16,404,0,0.998,1.87,0
c8690_i16_p354,8690,16,354,0,0.998,1.87,0
c8138_i16_p328,8138,16,328,0,0.998,1.87,0
c9926_i16_p396,9926,16,396,0,0.998,1.89,0
c9871_i16_p396,9871,16,396,0,0.998,1.89,0
c9441_i16_p323,9441,16,323,0,0.998,1.9,0
c9871_i16_p400,9871,16,400,0,0.998,1.91,0
c8405_i16_p325,8405,16,325,0,0.998,1.91,0
c9638_i16_p431,9638,16,431,0,0.998,1.92,0
c8411_i16_p321,8411,16,321,0,0.998,1.94,0
c7857_i16_p339,7857,16,339,0,0.998,1.95,0
c9638_i16_p485,9638,16,485,0,0.998,1.96,0
c8405_i16_p317,8405,16,317,0,0.998,1.97,0
c7857_i16_p324,7857,16,324,0,0.998,1.98,0
c8683_i16_p324,8683,16,324,0,0.998,1.99,0
c9157_i16_p365,9157,16,365,0,0.998,2.01,0
c8405_i16_p321,8405,16,321,0,0.998,2.05,0
c8596_i16_p327,8596,16,327,0,0.998,2.07,0
c11130_i16_p454,11130,16,454,0,0.998,2.1,0
c8596_i16_p321,8596,16,321,0,0.998,2.18,0
c8638_i16_p383,8638,16,383,0,0.998,2.18,0
c8667_i16_p331,8667,16,331,0,0.998,2.21,0
c8305_i16_p380,8305,16,380,0,0.998,2.23,0
c8162_i16_p299,8162,16,299,0,0.998,2.25,0
c8278_i16_p383,8278,16,383,0,0.998,2.27,0
c8137_i16_p347,8137,16,347,0,0.998,2.32,0
c8682_i16_p387,8682,16,387,0,0.998,2.33,0
c9886_i16_p420,9886,16,420,0,0.998,2.36,0
c8852_i16_p346,8852,16,346,0,0.998,2.51,0
c8137_i16_p334,8137,16,334,0,0.998,2.55,0
c7333_i16_p348,7333,16,348,0,0.998,2.88,0
c9608_i16_p433,9608,16,433,0,0.998,3.13,0
c8713_i16_p308,8713,16,308,0,0.998,3.29,0
c9903_i16_p346,9903,16,346,0,0.998,3.37,0
c9774_i16_p403,9774,16,403,0,0.998,3.57,0
c9247_i16_p255,9247,16,255,0,0.9978,1.54,0
c9975_i16_p374,9975,16,374,0,0.9978,1.58,0
c8411_i16_p269,8411,16,269,0,0.9978,1.58,0
c9207_i16_p371,9207,16,371,0,0.9978,1.67,0
c7007_i16_p252,7007,16,252,0,0.9978,1.67,0
c11130_i16_p400,11130,16,400,0,0.9978,1.71,0
c8987_i16_p326,8987,16,326,0,0.9978,1.73,0
c6915_i16_p261,6915,16,261,0,0.9978,1.74,0
c9549_i16_p367,9549,16,367,0,0.9978,1.79,0
c9941_i16_p400,9941,16,400,0,0.9978,1.8,0
c9940_i16_p362,9940,16,362,0,0.9978,1.8,0
c8138_i16_p320,8138,16,320,0,0.9978,1.81,0
c9935_i16_p400,9935,16,400,0,0.9978,1.82,0
c9941_i16_p404,9941,16,404,0,0.9978,1.84,0
c7857_i16_p309,7857,16,309,0,0.9978,1.86,0
c9247_i16_p259,9247,16,259,0,0.9978,1.87,0
c8138_i16_p324,8138,16,324,0,0.9978,1.87,0
c9056_i16_p334,9056,16,334,0,0.9978,1.88,0
c8131_i16_p328,8131,16,328,0,0.9978,1.88,0
c9935_i16_p396,9935,16,396,0,0.9978,1.91,0
c9608_i16_p271,9608,16,271,0,0.9978,1.91,0
c10865_i16_p485,10865,16,485,0,0.9978,1.92,0
c9056_i16_p361,9056,16,361,0,0.9978,1.93,0
c8411_i16_p377,8411,16,377,0,0.9978,1.95,0
c9935_i16_p404,9935,16,404,0,0.9978,1.98,0
c7078_i16_p343,7078,16,343,0,0.9978,1.99,0
c9941_i16_p396,9941,16,396,0,0.9978,2,0
c6915_i16_p324,6915,16,324,0,0.9978,2.01,0
c8137_i16_p321,8137,16,321,0,0.9978,2.02,0
c9605_i16_p339,9605,16,339,0,0.9978,2.02,0
c8326_i16_p331,8326,16,331,0,0.9978,2.02,0
c8131_i16_p324,8131,16,324,0,0.9978,2.03,0
c9226_i16_p306,9226,16,306,0,0.9978,2.05,0
c9153_i16_p409,9153,16,409,0,0.9978,2.06,0
c9940_i16_p416,9940,16,416,0,0.9978,2.07,0
c9605_i16_p393,9605,16,393,0,0.9978,2.12,0
c9195_i16_p373,9195,16,373,0,0.9978,2.13,0
c7439_i16_p311,7439,16,311,0,0.9978,2.14,0
c7656_i16_p384,7656,16,384,0,0.9978,2.17,0
c8411_i16_p325,8411,16,325,0,0.9978,2.18,0
c8415_i16_p324,8415,16,324,0,0.9978,2.18,0
c8411_i16_p317,8411,16,317,0,0.9978,2.24,0
c9037_i16_p360,9037,16,360,0,0.9978,2.27,0
c7273_i16_p353,7273,16,353,0,0.9978,2.37,0
c7287_i16_p401,7287,16,401,0,0.9978,2.44,0
c7412_i16_p360,7412,16,360,0,0.9978,2.46,0
c7847_i16_p350,7847,16,350,0,0.9978,2.56,0
c9940_i16_p470,9940,16,470,0,0.9978,2.6,0
c7151_i16_p447,7151,16,447,0,0.9978,2.62,0
c7232_i16_p420,7232,16,420,0,0.9978,2.65,0
c7154_i16_p379,7154,16,379,0,0.9978,2.67,0
c9124_i16_p416,9124,16,416,0,0.9978,2.68,0
c8659_i16_p333,8659,16,333,0,0.9978,2.9,0
c9038_i16_p385,9038,16,385,0,0.9978,2.94,0
c8993_i16_p356,8993,16,356,0,0.9978,2.95,0
c7154_i16_p433,7154,16,433,0,0.9978,2.96,0
c7409_i16_p328,7409,16,328,0,0.9978,3.01,0
c8676_i16_p238,8676,16,238,0,0.9978,3.21,0
c9927_i16_p402,9927,16,402,0,0.9978,3.96,0
c4096_i16_p157,4096,16,157,0,0.9976,1.29,0
c4013_i16_p157,4013,16,157,0,0.9976,1.29,0
c4096_i16_p153,4096,16,153,0,0.9976,1.3,0
c4073_i16_p158,4073,16,158,0,0.9976,1.31,0
c4036_i16_p161,4036,16,161,0,0.9976,1.33,0
c4096_i16_p149,4096,16,149,0,0.9976,1.34,0
c4077_i16_p165,4077,16,165,0,0.9976,1.34,0
c4096_i16_p144,4096,16,144,0,0.9976,1.36,0
c4077_i16_p161,4077,16,161,0,0.9976,1.36,0
c4024_i16_p154,4024,16,154,0,0.9976,1.38,0
c4096_i16_p162,4096,16,162,0,0.9976,1.42,0
c4111_i16_p153,4111,16,153,0,0.9976,1.43,0
c4096_i16_p161,4096,16,161,0,0.9976,1.49,0
c11130_i16_p346,11130,16,346,0,0.9976,1.5,0
c10052_i16_p297,10052,16,297,0,0.9976,1.59,0
c9642_i16_p308,9642,16,308,0,0.9976,1.6,0
c4096_i16_p165,4096,16,165,0,0.9976,1.61,0
c7945_i16_p297,7945,16,297,0,0.9976,1.74,0
c9215_i16_p297,9215,16,297,0,0.9976,1.75,0
c6704_i16_p297,6704,16,297,0,0.9976,1.75,0
c6201_i16_p225,6201,16,225,0,0.9976,1.76,0
c9556_i16_p415,9556,16,415,0,0.9976,1.77,0
c9215_i16_p339,9215,16,339,0,0.9976,1.78,0
c9056_i16_p307,9056,16,307,0,0.9976,1.79,0
c9425_i16_p324,9425,16,324,0,0.9976,1.81,0
c7345_i16_p286,7345,16,286,0,0.9976,1.83,0
c9215_i16_p381,9215,16,381,0,0.9976,1.84,0
c8131_i16_p320,8131,16,320,0,0.9976,1.84,0
c12178_i16_p347,12178,16,347,0,0.9976,1.84,0
c8596_i16_p315,8596,16,315,0,0.9976,1.86,0
c7318_i16_p324,7318,16,324,0,0.9976,1.87,0
c9215_i16_p276,9215,16,276,0,0.9976,1.88,0
c7830_i16_p307,7830,16,307,0,0.9976,1.89,0
c7167_i16_p340,7167,16,340,0,0.9976,1.89,0
c8797_i16_p234,8797,16,234,0,0.9976,1.9,0
c10865_i16_p431,10865,16,431,0,0.9976,1.97,0
c9425_i16_p387,9425,16,387,0,0.9976,1.99,0
c7541_i16_p381,7541,16,381,0,0.9976,2.01,0
c7654_i16_p341,7654,16,341,0,0.9976,2.03,0
c9460_i16_p368,9460,16,368,0,0.9976,2.05,0
c7298_i16_p302,7298,16,302,0,0.9976,2.05,0
c7311_i16_p329,7311,16,329,0,0.9976,2.06,0
c7719_i16_p363,7719,16,363,0,0.9976,2.06,0
c12100_i16_p469,12100,16,469,0,0.9976,2.07,0
c9098_i16_p390,9098,16,390,0,0.9976,2.1,0
c7740_i16_p405,7740,16,405,0,0.9976,2.13,0
c7486_i16_p416,7486,16,416,0,0.9976,2.14,0
c7007_i16_p378,7007,16,378,0,0.9976,2.14,0
c10006_i16_p423,10006,16,423,0,0.9976,2.15,0
c9528_i16_p384,9528,16,384,0,0.9976,2.15,0
c6152_i16_p330,6152,16,330,0,0.9976,2.15,0
c7040_i16_p305,7040,16,305,0,0.9976,2.2,0
c9248_i16_p358,9248,16,358,0,0.9976,2.21,0
c9211_i16_p403,9211,16,403,0,0.9976,2.21,0
c7151_i16_p393,7151,16,393,0,0.9976,2.24,0
c9605_i16_p447,9605,16,447,0,0.9976,2.24,0
c6915_i16_p387,6915,16,387,0,0.9976,2.26,0
c7151_i16_p339,7151,16,339,0,0.9976,2.32,0
c7260_i16_p391,7260,16,391,0,0.9976,2.34,0
c7634_i16_p423,7634,16,423,0,0.9976,2.36,0
c7154_i16_p325,7154,16,325,0,0.9976,2.37,0
c7154_i16_p271,7154,16,271,0,0.9976,2.43,0
c7078_i16_p469,7078,16,469,0,0.9976,2.47,0
c7486_i16_p470,7486,16,470,0,0.9976,2.52,0
c9385_i16_p426,9385,16,426,0,0.9976,2.56,0
c7710_i16_p425,7710,16,425,0,0.9976,2.59,0
c7395_i16_p337,7395,16,337,0,0.9976,2.66,0
c5659_i16_p450,5659,16,450,0,0.9976,2.68,0
c4496_i16_p378,4496,16,378,0,0.9976,2.7,0
c7991_i16_p386,7991,16,386,0,0.9976,3.05,0
c9143_i16_p338,9143,16,338,0,0.9976,3.07,0
c7811_i16_p322,7811,16,322,0,0.9976,5.01,0
c10845_i16_p406,10845,16,406,0,0.9974,0.75,0
c12100_i16_p374,12100,16,374,0,0.9974,0.79,0
c8676_i16_p184,8676,16,184,0,0.9974,1.11,0
c4147_i16_p161,4147,16,161,0,0.9974,1.33,0
c4013_i16_p161,4013,16,161,0,0.9974,1.34,0
c4077_i16_p157,4077,16,157,0,0.9974,1.35,0
c4049_i16_p163,4049,16,163,0,0.9974,1.36,0
c4062_i16_p161,4062,16,161,0,0.9974,1.36,0
c4013_i16_p165,4013,16,165,0,0.9974,1.47,0
c9940_i16_p308,9940,16,308,0,0.9974,1.56,0
c9111_i16_p250,9111,16,250,0,0.9974,1.57,0
c7803_i16_p314,7803,16,314,0,0.9974,1.59,0
c6222_i16_p292,6222,16,292,0,0.9974,1.6,0
c9111_i16_p260,9111,16,260,0,0.9974,1.61,0
c9247_i16_p251,9247,16,251,0,0.9974,1.61,0
c9290_i16_p373,9290,16,373,0,0.9974,1.63,0
c9060_i16_p271,9060,16,271,0,0.9974,1.7,0
c9111_i16_p255,9111,16,255,0,0.9974,1.7,0
c7486_i16_p308,7486,16,308,0,0.9974,1.75,0
c9374_i16_p353,9374,16,353,0,0.9974,1.76,0
c12178_i16_p343,12178,16,343,0,0.9974,1.76,0
c10865_i16_p377,10865,16,377,0,0.9974,1.77,0
c12092_i16_p431,12092,16,431,0,0.9974,1.83,0
c9269_i16_p328,9269,16,328,0,0.9974,1.83,0
c7486_i16_p362,7486,16,362,0,0.9974,1.85,0
c9605_i16_p285,9605,16,285,0,0.9974,1.86,0
c10999_i16_p351,10999,16,351,0,0.9974,1.87,0
c8137_i16_p308,8137,16,308,0,0.9974,1.89,0
c9589_i16_p343,9589,16,343,0,0.9974,1.95,0
c11473_i16_p374,11473,16,374,0,0.9974,1.95,0
c7151_i16_p285,7151,16,285,0,0.9974,1.97,0
c9104_i16_p316,9104,16,316,0,0.9974,1.97,0
c8045_i16_p339,8045,16,339,0,0.9974,2,0
c12100_i16_p406,12100,16,406,0,0.9974,2,0
c7978_i16_p290,7978,16,290,0,0.9974,2.01,0
c8340_i16_p315,8340,16,315,0,0.9974,2.01,0
c7536_i16_p412,7536,16,412,0,0.9974,2.05,0
c12092_i16_p485,12092,16,485,0,0.9974,2.07,0
c6704_i16_p381,6704,16,381,0,0.9974,2.07,0
c12178_i16_p339,12178,16,339,0,0.9974,2.18,0
c9589_i16_p469,9589,16,469,0,0.9974,2.32,0
c7165_i16_p344,7165,16,344,0,0.9974,2.33,0
c9364_i16_p431,9364,16,431,0,0.9974,2.34,0
c7554_i16_p365,7554,16,365,0,0.9974,2.44,0
c7426_i16_p410,7426,16,410,0,0.9974,2.51,0
c7705_i16_p337,7705,16,337,0,0.9974,2.53,0
c7207_i16_p424,7207,16,424,0,0.9974,2.57,0
c8051_i16_p339,8051,16,339,0,0.9974,2.62,0
c7216_i16_p280,7216,16,280,0,0.9974,3.56,0
c4198_i16_p149,4198,16,149,0,0.9972,1.24,0
c4198_i16_p157,4198,16,157,0,0.9972,1.28,0
c4198_i16_p153,4198,16,153,0,0.9972,1.31,0
c4096_i16_p135,4096,16,135,0,0.9972,1.32,0
c9903_i16_p292,9903,16,292,0,0.9972,1.36,0
c4147_i16_p157,4147,16,157,0,0.9972,1.38,0
c4147_i16_p153,4147,16,153,0,0.9972,1.43,0
c3994_i16_p161,3994,16,161,0,0.9972,1.46,0
c4198_i16_p161,4198,16,161,0,0.9972,1.5,0
c3994_i16_p165,3994,16,165,0,0.9972,1.5,0
c8686_i16_p239,8686,16,239,0,0.9972,1.51,0
c9183_i16_p255,9183,16,255,0,0.9972,1.54,0
c9183_i16_p251,9183,16,251,0,0.9972,1.56,0
c9485_i16_p298,9485,16,298,0,0.9972,1.59,0
c9638_i16_p269,9638,16,269,0,0.9972,1.6,0
c4096_i16_p128,4096,16,128,0,0.9972,1.62,0
c9633_i16_p276,9633,16,276,0,0.9972,1.62,0
c9183_i16_p259,9183,16,259,0,0.9972,1.62,0
c4132_i16_p158,4132,16,158,0,0.9972,1.66,0
c9290_i16_p400,9290,16,400,0,0.9972,1.75,0
c12413_i16_p343,12413,16,343,0,0.9972,1.77,0
c7541_i16_p297,7541,16,297,0,0.9972,1.79,0
c7449_i16_p400,7449,16,400,0,0.9972,1.81,0
c11983_i16_p347,11983,16,347,0,0.9972,1.81,0
c7541_i16_p339,7541,16,339,0,0.9972,1.84,0
c12162_i16_p340,12162,16,340,0,0.9972,1.84,0
c12413_i16_p358,12413,16,358,0,0.9972,1.85,0
c7449_i16_p346,7449,16,346,0,0.9972,1.86,0
c9290_i16_p427,9290,16,427,0,0.9972,1.93,0
c12413_i16_p328,12413,16,328,0,0.9972,1.93,0
c11983_i16_p351,11983,16,351,0,0.9972,1.94,0
c9518_i16_p378,9518,16,378,0,0.9972,1.95,0
c12008_i16_p343,12008,16,343,0,0.9972,2.05,0
c12100_i16_p358,12100,16,358,0,0.9972,2.06,0
c12100_i16_p351,12100,16,351,0,0.9972,2.07,0
c12100_i16_p350,12100,16,350,0,0.9972,2.09,0
c14611_i16_p469,14611,16,469,0,0.9972,2.1,0
c11983_i16_p343,11983,16,343,0,0.9972,2.17,0
c7248_i16_p343,7248,16,343,0,0.9972,2.24,0
c9373_i16_p413,9373,16,413,0,0.9972,2.28,0
c7216_i16_p442,7216,16,442,0,0.9972,2.29,0
c7214_i16_p405,7214,16,405,0,0.9972,2.42,0
c7251_i16_p421,7251,16,421,0,0.9972,3.27,0
c7216_i16_p334,7216,16,334,0,0.9972,3.59,0
c7216_i16_p388,7216,16,388,0,0.9972,3.78,0
c12022_i16_p347,12022,16,347,0,0.997,0.36,0
c12100_i16_p343,12100,16,343,0,0.997,0.57,0
c9215_i16_p255,9215,16,255,0,0.997,0.83,0
c9215_i16_p250,9215,16,250,0,0.997,0.88,0
c9319_i16_p255,9319,16,255,0,0.997,0.9,0
c4096_i16_p126,4096,16,126,0,0.997,1.25,0
c4129_i16_p151,4129,16,151,0,0.997,1.29,0
