C,P,I,time_pred,recall_pred,P_C_ratio
5024,45,6,2.19,0.9805,0.009
5024,47,6,2.19,0.9805,0.0094
5024,49,6,2.19,0.9805,0.0098
5024,51,6,2.19,0.9805,0.0102
5024,53,6,2.19,0.9805,0.0105
5024,55,6,2.19,0.9805,0.0109
5056,41,6,2.19,0.9805,0.0081
5056,43,6,2.19,0.9805,0.0085
5056,45,6,2.19,0.9805,0.0089
5056,47,6,2.19,0.9805,0.0093
5056,49,6,2.19,0.9805,0.0097
5056,51,6,2.19,0.9805,0.0101
5056,53,6,2.19,0.9805,0.0105
5056,55,6,2.19,0.9805,0.0109
5088,41,6,2.19,0.9805,0.0081
5088,43,6,2.19,0.9805,0.0085
5088,45,6,2.19,0.9805,0.0088
5088,47,6,2.19,0.9805,0.0092
5088,49,6,2.19,0.9805,0.0096
5088,51,6,2.19,0.9805,0.01
5088,53,6,2.19,0.9805,0.0104
5088,55,6,2.19,0.9805,0.0108
5120,41,6,2.19,0.9805,0.008
5120,43,6,2.19,0.9805,0.0084
5120,45,6,2.19,0.9805,0.0088
5120,47,6,2.19,0.9805,0.0092
5120,49,6,2.19,0.9805,0.0096
5120,51,6,2.19,0.9805,0.01
5120,53,6,2.19,0.9805,0.0104
5120,55,6,2.19,0.9805,0.0107
5152,41,6,2.19,0.9805,0.008
5152,43,6,2.19,0.9805,0.0083
5152,45,6,2.19,0.9805,0.0087
5152,47,6,2.19,0.9805,0.0091
5152,49,6,2.19,0.9805,0.0095
5152,51,6,2.19,0.9805,0.0099
5152,53,6,2.19,0.9805,0.0103
5152,55,6,2.19,0.9805,0.0107
5184,41,6,2.19,0.9805,0.0079
5184,43,6,2.19,0.9805,0.0083
5184,45,6,2.19,0.9805,0.0087
5184,47,6,2.19,0.9805,0.0091
5184,49,6,2.19,0.9805,0.0095
5184,51,6,2.19,0.9805,0.0098
5184,53,6,2.19,0.9805,0.0102
5184,55,6,2.19,0.9805,0.0106
5216,41,6,2.19,0.9805,0.0079
5216,43,6,2.19,0.9805,0.0082
5216,45,6,2.19,0.9805,0.0086
5216,47,6,2.19,0.9805,0.009
5216,49,6,2.19,0.9805,0.0094
5216,51,6,2.19,0.9805,0.0098
5216,53,6,2.19,0.9805,0.0102
5216,55,6,2.19,0.9805,0.0105
5248,41,6,2.19,0.9805,0.0078
5248,43,6,2.19,0.9805,0.0082
5248,45,6,2.19,0.9805,0.0086
5248,47,6,2.19,0.9805,0.009
5248,49,6,2.19,0.9805,0.0093
5248,51,6,2.19,0.9805,0.0097
5248,53,6,2.19,0.9805,0.0101
5248,55,6,2.19,0.9805,0.0105
5280,41,6,2.19,0.9805,0.0078
5280,43,6,2.19,0.9805,0.0081
5280,45,6,2.19,0.9805,0.0085
5280,47,6,2.19,0.9805,0.0089
5280,49,6,2.19,0.9805,0.0093
5280,51,6,2.19,0.9805,0.0097
5280,53,6,2.19,0.9805,0.01
5280,55,6,2.19,0.9805,0.0104
5312,41,6,2.19,0.9805,0.0077
5312,43,6,2.19,0.9805,0.0081
5312,45,6,2.19,0.9805,0.0085
5312,47,6,2.19,0.9805,0.0088
5312,49,6,2.19,0.9805,0.0092
5312,51,6,2.19,0.9805,0.0096
5312,53,6,2.19,0.9805,0.01
5312,55,6,2.19,0.9805,0.0104
5344,41,6,2.19,0.9805,0.0077
5344,43,6,2.19,0.9805,0.008
5344,45,6,2.19,0.9805,0.0084
5344,47,6,2.19,0.9805,0.0088
5344,49,6,2.19,0.9805,0.0092
5344,51,6,2.19,0.9805,0.0095
5344,53,6,2.19,0.9805,0.0099
5344,55,6,2.19,0.9805,0.0103
5376,41,6,2.19,0.9805,0.0076
5376,43,6,2.19,0.9805,0.008
5376,45,6,2.19,0.9805,0.0084
5376,47,6,2.19,0.9805,0.0087
5376,49,6,2.19,0.9805,0.0091
5376,51,6,2.19,0.9805,0.0095
5376,53,6,2.19,0.9805,0.0099
5376,55,6,2.19,0.9805,0.0102
5408,41,6,2.19,0.9805,0.0076
5408,43,6,2.19,0.9805,0.008
5408,45,6,2.19,0.9805,0.0083
5408,47,6,2.19,0.9805,0.0087
5408,49,6,2.19,0.9805,0.0091
5408,51,6,2.19,0.9805,0.0094
5408,53,6,2.19,0.9805,0.0098
5408,55,6,2.19,0.9805,0.0102
5440,41,6,2.19,0.9805,0.0075
5440,43,6,2.19,0.9805,0.0079
5440,45,6,2.19,0.9805,0.0083
5440,47,6,2.19,0.9805,0.0086
5440,49,6,2.19,0.9805,0.009
5440,51,6,2.19,0.9805,0.0094
5440,53,6,2.19,0.9805,0.0097
5440,55,6,2.19,0.9805,0.0101
5472,41,6,2.19,0.9805,0.0075
5472,43,6,2.19,0.9805,0.0079
5472,45,6,2.19,0.9805,0.0082
5472,47,6,2.19,0.9805,0.0086
5472,49,6,2.19,0.9805,0.009
5472,51,6,2.19,0.9805,0.0093
5472,53,6,2.19,0.9805,0.0097
5472,55,6,2.19,0.9805,0.0101
5504,41,6,2.19,0.9805,0.0074
5504,43,6,2.19,0.9805,0.0078
5504,45,6,2.19,0.9805,0.0082
