STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c64_i16_p512,64,16,512,38,1.0000,20.20,2
c96_i16_p512,96,16,512,39,1.0000,19.60,2
c128_i16_p512,128,16,512,37,1.0000,20.00,2
c192_i16_p512,192,16,512,40,1.0000,19.86,3
c256_i16_p512,256,16,512,44,1.0000,21.20,7
c384_i16_p512,384,16,512,40,1.0000,19.54,4
c512_i16_p512,512,16,512,49,1.0000,23.05,7
c640_i16_p512,640,16,512,42,0.9998,18.24,8
c768_i16_p512,768,16,512,40,0.9996,18.25,8
c896_i16_p512,896,16,512,41,0.9983,16.11,9
c1024_i16_p512,1024,16,512,36,0.9976,10.55,13
c1280_i16_p512,1280,16,512,40,0.9955,8.87,14
c1536_i16_p512,1536,16,512,38,0.9929,9.59,15
c2048_i16_p512,2048,16,512,42,0.9885,5.79,23
c2560_i16_p512,2560,16,512,48,0.9840,4.80,29
c3072_i16_p512,3072,16,512,54,0.9797,4.14,34
c4096_i16_p512,4096,16,512,71,0.9710,3.33,52
c5120_i16_p512,5120,16,512,81,0.9641,2.98,61
c6144_i16_p512,6144,16,512,94,0.9564,2.76,71
c8192_i16_p512,8192,16,512,108,0.9482,2.29,91
c10240_i16_p512,10240,16,512,132,0.9443,2.03,112
c16384_i16_p512,16384,16,512,206,0.9336,2.17,186
c18432_i16_p512,18432,16,512,233,0.9315,2.50,212
c20480_i16_p512,20480,16,512,256,0.9301,2.37,235
c64_i16_p648,64,16,648,41,1.0000,22.48,2
c96_i16_p648,96,16,648,39,1.0000,22.08,4
c128_i16_p648,128,16,648,41,1.0000,21.90,2
c192_i16_p648,192,16,648,44,1.0000,22.88,5
c256_i16_p648,256,16,648,40,1.0000,21.53,4
c384_i16_p648,384,16,648,47,1.0000,23.78,6
c512_i16_p648,512,16,648,43,1.0000,22.97,5
c640_i16_p648,640,16,648,44,1.0000,23.30,7
c768_i16_p648,768,16,648,52,0.9999,18.81,17
c896_i16_p648,896,16,648,44,0.9997,19.11,9
c1024_i16_p648,1024,16,648,42,0.9991,14.46,13
c1280_i16_p648,1280,16,648,47,0.9978,12.15,18
c1536_i16_p648,1536,16,648,40,0.9964,12.51,15
c2048_i16_p648,2048,16,648,48,0.9934,9.76,22
c2560_i16_p648,2560,16,648,49,0.9897,5.71,28
c3072_i16_p648,3072,16,648,58,0.9858,5.86,36
c4096_i16_p648,4096,16,648,72,0.9793,4.11,47
c5120_i16_p648,5120,16,648,80,0.9727,3.54,56
c6144_i16_p648,6144,16,648,91,0.9668,8.00,63
c8192_i16_p648,8192,16,648,112,0.9579,2.99,93
c10240_i16_p648,10240,16,648,133,0.9531,2.86,111
c16384_i16_p648,16384,16,648,204,0.9455,2.76,182
c18432_i16_p648,18432,16,648,232,0.9419,2.73,207
c20480_i16_p648,20480,16,648,251,0.9410,2.83,229
c64_i16_p800,64,16,800,43,1.0000,23.46,4
c96_i16_p800,96,16,800,40,1.0000,23.10,2
c128_i16_p800,128,16,800,41,1.0000,23.08,2
c192_i16_p800,192,16,800,45,1.0000,24.56,3
c256_i16_p800,256,16,800,41,1.0000,22.98,4
c384_i16_p800,384,16,800,49,1.0000,23.72,9
c512_i16_p800,512,16,800,43,1.0000,22.77,7
c640_i16_p800,640,16,800,46,1.0000,22.48,8
c768_i16_p800,768,16,800,51,1.0000,24.24,9
c896_i16_p800,896,16,800,44,1.0000,19.99,10
c1024_i16_p800,1024,16,800,45,0.9998,18.19,12
c1280_i16_p800,1280,16,800,52,0.9990,14.93,19
c1536_i16_p800,1536,16,800,42,0.9989,12.19,16
c2048_i16_p800,2048,16,800,45,0.9964,9.29,21
c2560_i16_p800,2560,16,800,51,0.9944,8.18,27
c3072_i16_p800,3072,16,800,57,0.9908,6.42,35
c4096_i16_p800,4096,16,800,68,0.9845,5.26,47
c5120_i16_p800,5120,16,800,75,0.9793,4.51,55
c6144_i16_p800,6144,16,800,95,0.9739,4.01,71
c8192_i16_p800,8192,16,800,111,0.9652,3.67,91
c10240_i16_p800,10240,16,800,141,0.9613,3.29,117
c16384_i16_p800,16384,16,800,204,0.9540,2.93,182
c18432_i16_p800,18432,16,800,230,0.9484,3.09,207
c20480_i16_p800,20480,16,800,259,0.9490,3.04,237
c64_i16_p1024,64,16,1024,39,1.0000,21.64,2
c96_i16_p1024,96,16,1024,39,1.0000,22.48,2
c128_i16_p1024,128,16,1024,40,1.0000,22.65,3
c192_i16_p1024,192,16,1024,44,1.0000,23.85,3
c256_i16_p1024,256,16,1024,39,1.0000,22.26,4
c384_i16_p1024,384,16,1024,48,1.0000,22.11,8
c512_i16_p1024,512,16,1024,41,1.0000,21.87,6
c640_i16_p1024,640,16,1024,45,1.0000,22.06,8
c768_i16_p1024,768,16,1024,50,1.0000,24.10,9
c896_i16_p1024,896,16,1024,46,1.0000,22.13,10
c1024_i16_p1024,1024,16,1024,48,1.0000,20.89,12
c1280_i16_p1024,1280,16,1024,51,0.9999,19.10,14
c1536_i16_p1024,1536,16,1024,44,0.9995,14.51,16
c2048_i16_p1024,2048,16,1024,47,0.9987,11.20,21
c2560_i16_p1024,2560,16,1024,53,0.9971,10.15,28
c3072_i16_p1024,3072,16,1024,63,0.9945,7.97,38
c4096_i16_p1024,4096,16,1024,73,0.9898,6.33,49
c5120_i16_p1024,5120,16,1024,77,0.9866,5.08,57
c6144_i16_p1024,6144,16,1024,93,0.9819,4.59,70
c8192_i16_p1024,8192,16,1024,107,0.9735,3.69,89
c10240_i16_p1024,10240,16,1024,135,0.9704,3.55,111
c16384_i16_p1024,16384,16,1024,207,0.9614,3.50,184
c18432_i16_p1024,18432,16,1024,229,0.9594,3.56,204
c20480_i16_p1024,20480,16,1024,247,0.9585,3.29,225
c64_i16_p2048,64,16,2048,46,1.0000,21.96,7
c96_i16_p2048,96,16,2048,36,1.0000,21.07,2
c128_i16_p2048,128,16,2048,38,1.0000,21.13,2
c192_i16_p2048,192,16,2048,38,1.0000,21.22,3
c256_i16_p2048,256,16,2048,40,1.0000,21.78,4
c384_i16_p2048,384,16,2048,40,1.0000,22.23,5
c512_i16_p2048,512,16,2048,41,1.0000,20.66,6
c640_i16_p2048,640,16,2048,48,1.0000,22.66,8
c768_i16_p2048,768,16,2048,45,1.0000,20.87,10
c896_i16_p2048,896,16,2048,45,1.0000,20.68,10
c1024_i16_p2048,1024,16,2048,52,1.0000,22.71,12
c1280_i16_p2048,1280,16,2048,48,1.0000,20.88,14
c1536_i16_p2048,1536,16,2048,52,1.0000,21.11,16
c2048_i16_p2048,2048,16,2048,59,1.0000,22.16,22
c2560_i16_p2048,2560,16,2048,64,0.9999,19.08,28
c3072_i16_p2048,3072,16,2048,71,0.9999,15.93,38
c4096_i16_p2048,4096,16,2048,73,0.9987,12.15,45
c5120_i16_p2048,5120,16,2048,79,0.9976,9.96,54
c6144_i16_p2048,6144,16,2048,98,0.9957,8.22,72
c8192_i16_p2048,8192,16,2048,117,0.9924,7.04,92
c10240_i16_p2048,10240,16,2048,151,0.9875,6.93,125
c16384_i16_p2048,16384,16,2048,222,0.9806,5.39,197
c18432_i16_p2048,18432,16,2048,253,0.9792,5.29,228
c20480_i16_p2048,20480,16,2048,294,0.9781,5.36,268
c64_i16_p3000,64,16,3000,38,1.0000,22.66,2
c96_i16_p3000,96,16,3000,40,1.0000,21.98,2
c128_i16_p3000,128,16,3000,39,1.0000,22.39,3
c192_i16_p3000,192,16,3000,40,1.0000,22.21,4
c256_i16_p3000,256,16,3000,39,1.0000,21.33,4
c384_i16_p3000,384,16,3000,40,1.0000,21.32,5
c512_i16_p3000,512,16,3000,42,1.0000,21.62,6
c640_i16_p3000,640,16,3000,43,1.0000,21.62,8
c768_i16_p3000,768,16,3000,43,1.0000,21.09,9
c896_i16_p3000,896,16,3000,46,1.0000,21.48,11
c1024_i16_p3000,1024,16,3000,46,1.0000,21.43,12
c1280_i16_p3000,1280,16,3000,50,1.0000,21.47,15
c1536_i16_p3000,1536,16,3000,54,1.0000,23.01,17
c2048_i16_p3000,2048,16,3000,59,1.0000,24.03,22
c2560_i16_p3000,2560,16,3000,66,1.0000,24.32,28
c3072_i16_p3000,3072,16,3000,73,1.0000,22.58,35
c4096_i16_p3000,4096,16,3000,81,0.9999,18.39,48
c5120_i16_p3000,5120,16,3000,92,0.9996,14.61,63
c6144_i16_p3000,6144,16,3000,99,0.9990,13.78,72
c8192_i16_p3000,8192,16,3000,118,0.9971,9.95,94
c10240_i16_p3000,10240,16,3000,148,0.9954,8.17,126
c16384_i16_p3000,16384,16,3000,217,0.9878,7.73,197
c18432_i16_p3000,18432,16,3000,233,0.9878,6.69,212
c20480_i16_p3000,20480,16,3000,270,0.9859,6.81,250
c64_i16_p4096,64,16,4096,39,1.0000,22.89,2
c96_i16_p4096,96,16,4096,40,1.0000,23.29,2
c128_i16_p4096,128,16,4096,38,1.0000,21.64,3
c192_i16_p4096,192,16,4096,38,1.0000,21.44,3
c256_i16_p4096,256,16,4096,40,1.0000,23.08,4
c384_i16_p4096,384,16,4096,40,1.0000,20.95,5
c512_i16_p4096,512,16,4096,41,1.0000,21.18,6
c640_i16_p4096,640,16,4096,42,1.0000,21.16,8
c768_i16_p4096,768,16,4096,45,1.0000,21.36,9
c896_i16_p4096,896,16,4096,45,1.0000,21.40,11
c1024_i16_p4096,1024,16,4096,48,1.0000,21.47,12
c1280_i16_p4096,1280,16,4096,49,1.0000,21.38,15
c1536_i16_p4096,1536,16,4096,52,1.0000,21.56,17
c2048_i16_p4096,2048,16,4096,58,1.0000,22.02,23
c2560_i16_p4096,2560,16,4096,64,1.0000,22.85,28
c3072_i16_p4096,3072,16,4096,70,1.0000,22.57,34
c4096_i16_p4096,4096,16,4096,84,1.0000,23.41,47
c5120_i16_p4096,5120,16,4096,97,0.9999,20.72,64
c6144_i16_p4096,6144,16,4096,105,0.9999,17.48,74
c8192_i16_p4096,8192,16,4096,125,0.9994,12.83,98
c10240_i16_p4096,10240,16,4096,150,0.9987,11.38,126
c16384_i16_p4096,16384,16,4096,208,0.9927,8.28,186
c18432_i16_p4096,18432,16,4096,228,0.9932,8.40,207
c20480_i16_p4096,20480,16,4096,254,0.9909,8.29,233
